canonical_name,display_name,category,method_type,brand_family,aliases,body_areas,description,competitor_methods
ghd_curve_creative,ghd Curve / Creative,fryzjer_zabieg,substance,ghd,ghd Curve / Creative|ghd curve / creative|ghd curve creative,,[Lokowki/stylery] Lokowki ceramiczne Zastosowanie: Stylizacja,[]
ghd_helios_air,ghd Helios / Air,fryzjer_zabieg,substance,ghd,ghd Helios / Air|ghd helios / air|ghd helios air,,[Suszarki] Profesjonalne suszarki Zastosowanie: Suszenie,[]
ghd_platinum_max_gold_original,ghd Platinum+ / Max / Gold / Original,fryzjer_zabieg,substance,ghd_good_hair_day,ghd Platinum+ / Max / Gold / Original|ghd platinum max gold original|ghd platinum+ / max / gold / original,,[Prostownice] Profesjonalne prostownice z ceramicznymi plytkami Zastosowanie: Prostowanie/stylizacja,[]
glaze_gloss_toner,Glaze / Gloss / Toner,fryzjer_koloryzacja,technique,klasyczna,Glaze / Gloss / Toner|glaze / gloss / toner|glaze gloss toner,,[Koloryzacja - cala glowa] Tonowanie/blask Zastosowanie: Korekta odcieni,[]
goldwell_topchic_elumen_kerasilk,"Goldwell (Topchic, Elumen, Kerasilk)",fryzjer_zabieg,substance,kao_salon,"Goldwell (Topchic, Elumen, Kerasilk)|goldwell|goldwell (topchic, elumen, kerasilk)",,"[Marki profesjonalne] Profesjonalna koloryzacja Zastosowanie: Kolor, keratyna",[]
gouri,Gouri,substancja,substance,gouri_dexlevo,Gouri|gouri,,[PCL] Pierwszy iniekcyjny PCL plynny Zastosowanie: Lifting calej twarzy,[]
great_lengths,Great Lengths,fryzjer_zabieg,substance,great_lengths_universal_holdings,Great Lengths|great lengths,,[Przedluzanie wlosow] Keratynowe bondings premium Zastosowanie: Przedluzanie wlosow,[]
hair_botox,Hair Botox,fryzjer_zabieg,technique,roznorodni_honma_tokyo_inoar,Hair Botox|hair botox,,[Prostowanie - botox] Maska regenerujaco-wygladzajaca Zastosowanie: Wygladzanie i regeneracja,[]
hair_contouring,Hair Contouring,fryzjer_koloryzacja,technique,klasyczna,Hair Contouring|hair contouring,,[Koloryzacja - rozjasnianie] Koloryzacja podkreslajaca rysy twarzy Zastosowanie: Wyszczuplenie/poszerzenie wizualne,[]
hair_talk,Hair Talk,fryzjer_zabieg,substance,hair_talk_extensions,Hair Talk|hair talk,,[Przedluzanie wlosow] Tape extensions Zastosowanie: Przedluzanie,[]
hairdreams,Hairdreams,fryzjer_zabieg,substance,hairdreams,Hairdreams|hairdreams,,"[Przedluzanie wlosow] Mikrosring oraz QuikkieX, Nano Zastosowanie: Przedluzanie wlosow",[]
hairmax_laserband_82_theradome_pro,HairMax LaserBand 82 / Theradome PRO,inny,substance,hairmax_theradome,HairMax LaserBand 82 / Theradome PRO|hairmax laserband 82 / theradome pro|hairmax laserband 82 theradome pro,,[Lasery domowe i SMP] LLLT domowe Zastosowanie: Wzmocnienie wlosow,[]
halo,Halo,laser_skin,device,sciton,Halo|halo,,"[Laser hybrydowy] Hybrydowy laser frakcyjny 1470 nm + 2940 nm Zastosowanie: Resurfacing 'lunch-time', tekstura, pory",[]
halo_hybrid_laser,Halo Hybrid Laser,inny,device,sciton,Halo Hybrid Laser|halo hybrid laser,,[Smile lift / Halo] Frakcyjny hybrydowy laser Zastosowanie: Resurfacing,[]
helios_iii,Helios III,laser_depilacja,device,laseroptek,Helios III|helios iii,,"[Laser Nd:YAG] Q-switched Nd:YAG do toningu i usuwania tatuazy Zastosowanie: Carbon peel, tatuaze, melasma",[]
henna_brwi,Henna brwi,brwi_rzesy,protocol,,henna brwi|henna pudrowa|brow tinting,"[""eyebrows""]","Henna brwi — barwienie + stylizacja brwi, pudrowa lub klasyczna.","[""laminacja_brwi""]"
henna_pudrowa_brow_lamination,Henna pudrowa Brow Lamination,makijaz_permanentny,technique,roznorodni,Henna pudrowa Brow Lamination|henna pudrowa brow lamination,,[Brwi - PMU] Hybrydowa farba + uloznie Zastosowanie: Stylizacja brwi,[]
hi_em,Hi-EM,rf_hifu,device,btl,Hi-EM|hi em|hi-em,,[RF + ultradzwieki] Wieloplaszczyznowa RF Zastosowanie: Modelowanie ciala,[]
hifem,HIFEM,rf_hifu,technique,,hifem|high intensity electromagnetic,"[""body"",""buttocks"",""abdomen""]",High-Intensity Focused Electromagnetic — induktywne pole na mięśnie głębokie; generic.,"[""emsculpt""]"
hifu,HIFU,rf_hifu,technique,,hifu|hifu lift,"[""face"",""neck"",""body""]","High-Intensity Focused Ultrasound — głęboka termiczna stymulacja kolagenu, lifting bez skalpela.","[""ultraformer"",""ultherapy""]"
hifu_7d,Hifu 7D,rf_hifu,technique,roznorodni_oem,Hifu 7D|hifu 7d,,[HIFU] Wieloglowicowy HIFU 7-poziomowy Zastosowanie: Lifting nieinwazyjny,[]
highlights_lowlights,Highlights / Lowlights,fryzjer_koloryzacja,technique,klasyczna,Highlights / Lowlights|highlights / lowlights|highlights lowlights,,[Koloryzacja - rozjasnianie] Pasma jasniejsze / ciemniejsze Zastosowanie: Modelowanie koloru,[]
hollywood_peel_carbon_peel,Hollywood Peel / Carbon Peel,inny,technique,wielu_producentow_laserow_nd_yag_qs,Hollywood Peel / Carbon Peel|hollywood peel / carbon peel|hollywood peel carbon peel,,"[Peeling weglowy] Peeling Q-switch Nd:YAG z maska weglowa Zastosowanie: Pory, lojotok, blask",[]
holy_land_hl_cosmetics,Holy Land (HL) Cosmetics,peeling,substance,holy_land_cosmetics,Holy Land (HL) Cosmetics|holy land (hl) cosmetics|holy land cosmetics,,[Kosmeceutyki gabinetowe] Profesjonalna kosmetyka Zastosowanie: Antiaging,[]
hotheads,Hotheads,fryzjer_zabieg,substance,hotheads_hair_extensions,Hotheads|hotheads,,[Przedluzanie wlosow] Tape-in extensions Zastosowanie: Przedluzanie,[]
hyacorp_lips_face_mlf_mlf2,Hyacorp Lips/Face/MLF/MLF2,substancja,substance,bioscience_gmbh,Hyacorp Lips/Face/MLF/MLF2|hyacorp lips face mlf mlf2|hyacorp lips/face/mlf/mlf2,,"[HA - Adoderm] HA do twarzy i ciala (posladki, lydki) Zastosowanie: Body contouring, twarz",[]
hyalase,Hyalase,substancja,substance,wockhardt,Hyalase|hyalase,,[Hialuronidaza] Hialuronidaza bovine Zastosowanie: Rozpuszczanie HA,[]
hyaluronidaza,Hialuronidaza,substancja,substance,,hialuronidaza|hyalase|hylase,"[""face"",""lips""]",Enzym rozkładający HA — antidotum na nieudane wypełnienia.,[]
hyamax_glytone,Hyamax / Glytone,inny,substance,bioscience_inne_oem,Hyamax / Glytone|hyamax / glytone|hyamax glytone,,"[HA - Hyamax] Linie HA Zastosowanie: Bruzdy, wolumetria",[]
hybrid_lashes,Hybrid Lashes,brwi_rzesy,technique,roznorodni,Hybrid Lashes|hybrid lashes,,[Rzesy - przedluzanie] Polaczenie classic i volume Zastosowanie: Hybryda,[]
hydrafacial,HydraFacial,mezoterapia,protocol,allergan,hydrafacial|hydra facial|hydradermabrasja,"[""face""]",Wieloetapowy zabieg (cleansing + peeling chemiczny + ekstrakcja + serum infusion). Allergan/Aesthetics.,"[""oxybrasion"",""mikrodermabrazja""]"
hydrafacial_md_allegro,HydraFacial MD/Allegro,peeling,device,hydrafacial_beauty_health,HydraFacial MD/Allegro|hydrafacial md allegro|hydrafacial md/allegro,,"[Hydra-peeling] Vortex-Fusion - oczyszczanie + zlauszczanie + infuzja Zastosowanie: Oczyszczanie, nawilzenie, infuzja serum",[]
hylenex,Hylenex,substancja,substance,halozyme,Hylenex|hylenex,,[Hialuronidaza] Hialuronidaza ludzka rekombinowana Zastosowanie: Rozpuszczanie HA,[]
i_sopod_dreampod_float_pod,i-sopod / Dreampod / Float Pod,inny,substance,floataway_isopod,i sopod dreampod float pod|i-sopod / Dreampod / Float Pod|i-sopod / dreampod / float pod,,"[Floating] Tanki floatingowe Zastosowanie: Relaks, regeneracja",[]
icoone_laser,ICOONE Laser,rf_hifu,device,i_tech_medical,ICOONE Laser|icoone laser,,"[Endermologia] Mikrostymulacja Roboterapia z LED i laserem Zastosowanie: Cellulit, lifting, blizny",[]
image_skincare_ormedic_signature_faceliftus,Image Skincare Ormedic / Signature Faceliftus,peeling,substance,image_skincare,Image Skincare Ormedic / Signature Faceliftus|image skincare ormedic / signature faceliftus|image skincare ormedic signature faceliftus,,[Peeling chemiczny] Profesjonalne peelingi gabinetowe Zastosowanie: Antiaging,[]
image_skincare_ormedic_vital_c,"Image Skincare (Ormedic, Vital C)",peeling,substance,image_skincare,"Image Skincare (Ormedic, Vital C)|image skincare|image skincare (ormedic, vital c)",,"[Kosmeceutyki gabinetowe] Profesjonalna kosmetyka Zastosowanie: Antiaging, plamy",[]
implantech_silimed_chin_cheek_implants,Implantech / Silimed Chin / Cheek implants,chirurgia,substance,implantech_silimed,Implantech / Silimed Chin / Cheek implants|implantech / silimed chin / cheek implants|implantech silimed chin cheek implants,,[Implanty brody/policzkow] Silikonowe implanty Zastosowanie: Konturowanie twarzy,[]
inco2,INCO2,mezoterapia,device,mbe_medical_division,INCO2|inco2,,"[Karboksyterapia] Aparat do karboksyterapii Zastosowanie: Cellulit, blizny, rozstepy",[]
indiba_deep_care,INDIBA Deep Care,rf_hifu,device,indiba,INDIBA Deep Care|indiba deep care,,"[RF + ultradzwieki] Proionic 448 kHz CET/RET Zastosowanie: Lifting, regeneracja, fizjoterapia",[]
indigo_nails,Indigo Nails,manicure,substance,indigo_nails_lab,Indigo Nails|indigo nails,,[Marki lakiery hybrydowe] Hybrydy i akryle Zastosowanie: Manicure,[]
indola,Indola,fryzjer_zabieg,substance,henkel,Indola|indola,,[Marki profesjonalne] Salon affordable color Zastosowanie: Koloryzacja,[]
infini,Infini,rf_hifu,device,lutronic,infini|infini rf|lutronic infini,"[""face"",""neck""]",Lutronic Infini — RF mikroigłowa z izolowanymi igłami złotymi; popularna w PL.,"[""virtue_rf"",""morpheus8""]"
inlei_lash_filler_lash_lift,InLei Lash Filler / Lash Lift,brwi_rzesy,substance,inlei,InLei Lash Filler / Lash Lift|inlei lash filler / lash lift|inlei lash filler lash lift,,[Rzesy - lifting marki] Lifting i lash filler Zastosowanie: Lifting rzes,[]
inoar_ghair_marroquina,Inoar GHair / Marroquina,fryzjer_zabieg,substance,inoar,Inoar GHair / Marroquina|inoar ghair / marroquina|inoar ghair marroquina,,[Prostowanie - keratyna] Keratyna brazylijska Zastosowanie: Prostowanie,[]
intracel,INTRAcel,rf_hifu,device,jeisys_medical,INTRAcel|intracel,,"[Mikroiglowa RF] Mikroiglowa RF frakcyjna Zastosowanie: Lifting, pory",[]
iontoforeza_sonoforeza,Iontoforeza/Sonoforeza,inny,technique,roznorodni,Iontoforeza/Sonoforeza|iontoforeza sonoforeza|iontoforeza/sonoforeza,,[Sono+iontoforeza] Klasyczne techniki bezigłowej penetracji Zastosowanie: Transdermal delivery,[]
ipl,IPL,laser_depilacja,device,,ipl|ipl shr|fotoepilacja,"[""face"",""body"",""armpit"",""bikini"",""legs""]","Intense Pulsed Light — szeroki spektrum światła, fotoepilacja; tańszy, ale mniej skuteczny niż laser diodowy/aleksandryt.","[""thunder"",""soprano""]"
iprf_a_prf_l_prf,iPRF / A-PRF / L-PRF,substancja,technique,choukroun,iPRF / A-PRF / L-PRF|iprf / a-prf / l-prf|iprf a prf l prf,,[PRP/PRF] Roznorodne protokoly Platelet Rich Fibrin Zastosowanie: Regeneracja,[]
irestore_igrow_hairmax_laserband,iRestore / iGrow / HairMax LaserBand,trychologia,substance,irestore_hairmax,iRestore / iGrow / HairMax LaserBand|irestore / igrow / hairmax laserband|irestore igrow hairmax laserband,,[Trychologia laser] LLLT hood Zastosowanie: Lysienie,[]
is_clinical,IS Clinical,peeling,substance,is_clinical,is clinical|is-clinical,"[""face""]","Innovative Skincare IS Clinical — kwasy + antyoksydanty, profesjonalne zabiegi.","[""skinceuticals"",""dermalogica""]"
is_clinical_innovative_skincare,iS Clinical / Innovative Skincare,peeling,substance,is_clinical,iS Clinical / Innovative Skincare|is clinical / innovative skincare|is clinical innovative skincare,,[Kosmeceutyki gabinetowe] Aktywne serum Zastosowanie: Antiaging,[]
iwostin_pharmaceris_tolpa_dermo,Iwostin / Pharmaceris / Tolpa Dermo,peeling,substance,polskie_firmy,Iwostin / Pharmaceris / Tolpa Dermo|iwostin / pharmaceris / tolpa dermo|iwostin pharmaceris tolpa dermo,,[Dermokosmetyki apteczne] Polskie dermokosmetyki Zastosowanie: Pielegnacja medyczna,[]
jalupro,Jalupro,substancja,substance,professional_derma,jalupro|jalupro classic|jalupro hmw|jalupro super hydro,"[""face"",""neck"",""hands""]","Professional Derma Jalupro — HA + aminokwasy, biorewitalizujące preparaty.","[""aquashine"",""profhilo""]"
jalupro_classic_hmw_superhydro,Jalupro Classic/HMW/SuperHydro,substancja,substance,professional_derma,Jalupro Classic/HMW/SuperHydro|jalupro classic hmw superhydro|jalupro classic/hmw/superhydro,,[Skinbooster] HA + aminokwasy Zastosowanie: Biorewitalizacja,[]
jalupro_young_skin,Jalupro Young Skin,substancja,substance,professional_derma,Jalupro Young Skin|jalupro young skin,,[Skinbooster] Booster dla mlodszej skory Zastosowanie: Profilaktyka,[]
janssen_cosmetics_janssen_cosmeceutical,Janssen Cosmetics / Janssen Cosmeceutical,peeling,substance,janssen_cosmetics,Janssen Cosmetics / Janssen Cosmeceutical|janssen cosmetics / janssen cosmeceutical|janssen cosmetics janssen cosmeceutical,,[Kosmeceutyki gabinetowe] Profesjonalna kosmetyka Zastosowanie: Antiaging,[]
jessner_solution,Jessner Solution,inny,technique,receptura_magistrale,Jessner Solution|jessner solution,,"[Peeling Jessner] Klasyczny peeling Jessnera (kwas mlekowy, salicylowy, rezorcyna) Zastosowanie: Trądzik, przebarwienia",[]
jetpeel,JetPeel,peeling,device,tavtech,JetPeel|jetpeel,,"[Hydra-peeling] Strumien gazowo-cieczowy pod cisnieniem Zastosowanie: Oczyszczanie, infuzja",[]
jett_plasma,JETT Plasma,rf_hifu,device,plasma_medical_systems,JETT Plasma|jett plasma,,"[Plasma sublimation] Plazma niskotemperaturowa Zastosowanie: Powieki, znamiona, lifting",[]
joico_lumishine_k_pak,"Joico (Lumishine, K-Pak)",fryzjer_zabieg,substance,henkel,"Joico (Lumishine, K-Pak)|joico|joico (lumishine, k-pak)",,"[Marki profesjonalne] Profesjonalna pielegnacja Zastosowanie: Pielegnacja, kolor",[]
jrl_freshfade_2020c_ff2020t,JRL FreshFade 2020C / FF2020T,fryzjer_zabieg,substance,jrl_professional,JRL FreshFade 2020C / FF2020T|jrl freshfade 2020c / ff2020t|jrl freshfade 2020c ff2020t,,[Maszynki barberskie] Profesjonalne nowoczesne Zastosowanie: Strzyzenie meskie,[]
juvederm,Juvederm,substancja,substance,allergan,juvederm|juvederm voluma|juvederm volift|juvederm volbella|juvederm ultra,"[""face"",""lips""]","Allergan Juvederm Vycross — wypełniacze HA premium, kilka gęstości.","[""restylane"",""belotero"",""teosyal""]"
juvederm_ultra_ultra_plus,Juvederm Ultra/Ultra Plus,substancja,substance,allergan_aesthetics,Juvederm Ultra/Ultra Plus|juvederm ultra ultra plus|juvederm ultra/ultra plus,,"[HA - Allergan] HA Hylacross do bruzd i ust Zastosowanie: Bruzdy, usta",[]
juvederm_volbella,Juvederm Volbella,substancja,substance,allergan_aesthetics_abbvie,Juvederm Volbella|juvederm volbella,,"[HA - Allergan] Vycross HA do drobnych korekt ust i okolicy Zastosowanie: Usta, kurze lapki",[]
juvederm_volift_vollure,Juvederm Volift / Vollure,substancja,substance,allergan_aesthetics,Juvederm Volift / Vollure|juvederm volift / vollure|juvederm volift vollure,,"[HA - Allergan] Vycross HA do bruzd nosowo-wargowych Zastosowanie: Bruzdy, usta",[]
juvederm_volite,Juvederm Volite,substancja,substance,allergan_aesthetics,Juvederm Volite|juvederm volite,,"[HA - Allergan] Skinbooster Vycross Zastosowanie: Nawilzenie, jakosc skory",[]
juvederm_voluma,Juvederm Voluma,substancja,substance,allergan_aesthetics,Juvederm Voluma|juvederm voluma,,[HA - Allergan] Vycross HA do wolumetrii kosci policzkowych Zastosowanie: Wolumetria policzkow,[]
juvederm_volux,Juvederm Volux,substancja,substance,allergan_aesthetics,Juvederm Volux|juvederm volux,,"[HA - Allergan] Vycross HA do konturowania zuchwy i podbrodka Zastosowanie: Linia zuchwy, podbrodek",[]
k18,K18,fryzjer_zabieg,substance,k18,k18|k18 mask|k18 peptide,"[""hair""]","K18 — peptydowa maska rewitalizacyjna włosów, 4-min activation.","[""olaplex""]"
k18_hair,K18 Hair,fryzjer_zabieg,substance,k18,K18 Hair|k18 hair,,[Marki profesjonalne] Peptide bond repair Zastosowanie: Odbudowa wlosow,[]
k18_leave_in_mask_peptide_prep,K18 Leave-In Mask / Peptide Prep,fryzjer_zabieg,substance,k18_biomimetic_hairscience,K18 Leave-In Mask / Peptide Prep|k18 leave in mask peptide prep|k18 leave-in mask / peptide prep,,[Bond builders/ochrona] Biomimetyczny peptyd K18Peptide Zastosowanie: Odbudowa lancuchow keratynowych,[]
karboksyterapia,Karboksyterapia,mezoterapia,technique,,karboksyterapia|carboxytherapy|co2 therapy,"[""face"",""body""]","Iniekcje medycznego CO2 — stymulacja krążenia, redukcja cellulitu, podkrążenia.","[""mezoterapia_iglowa""]"
kerastase,Kerastase,fryzjer_zabieg,substance,l_oreal,Kerastase|kerastase,,[Marki profesjonalne] Luxury salon care Zastosowanie: Pielegnacja premium,[]
keratyna_wlosow,Keratyna włosów,fryzjer_zabieg,protocol,,keratyna|keratynowe prostowanie|brazilian keratin|btx włosów,"[""hair""]",Wygładzanie keratynowe — formaldehyd-based lub bezformaldehydowe.,"[""botoks_wlosow""]"
kevin_murphy,Kevin.Murphy,fryzjer_zabieg,substance,kevin_murphy_henkel,Kevin.Murphy|kevin murphy|kevin.murphy,,"[Marki profesjonalne] Salon care sustainable Zastosowanie: Pielegnacja, stylizacja",[]
klorane_quinine_bioxsine_toppik,Klorane Quinine / Bioxsine / Toppik,trychologia,substance,pierre_fabre_biota_toppik,Klorane Quinine / Bioxsine / Toppik|klorane quinine / bioxsine / toppik|klorane quinine bioxsine toppik,,[Trychologia preparaty] Pielegnacja wlosow Zastosowanie: Lysienie i kamuflaz,[]
koloryzacja_balayage,Balayage,fryzjer_koloryzacja,technique,,balayage|balejaż,"[""hair""]",Koloryzacja freehand — naturalne pasma od środka długości.,"[""ombre"",""sombre""]"
koloryzacja_ombre,Ombre,fryzjer_koloryzacja,technique,,ombre|sombre,"[""hair""]",Koloryzacja stopniowa — ciemne odrosty przechodzące w jaśniejsze końce.,"[""koloryzacja_balayage""]"
kroplowka_iv,Kroplówka IV,inny,protocol,,kroplówka|kroplowka|iv drip|kroplówka witaminowa|kroplówka nad,"[""body""]",Iniekcje IV — witaminy/aminokwasy/glutation/NAD do układu krwionośnego.,"[""mezoterapia_iglowa""]"
kroplowka_nad,Kroplówka NAD,inny,protocol,,kroplówka nad|nad+|nad drip|neuronad,"[""body""]","NAD+ IV — cząsteczka pro-energetyczna, anti-aging, regeneracja.","[""kroplowka_iv""]"
kybella,Kybella,substancja,substance,allergan,kybella|belkyra,"[""face""]","Allergan Kybella/Belkyra — deoksycholan sodu, redukcja podbródka.","[""aqualyx""]"
kybella_belkyra,Kybella / Belkyra,mezoterapia,substance,allergan_abbvie,Kybella / Belkyra|kybella / belkyra|kybella belkyra,,[Mezoterapia lipolityczna] Kwas deoksycholowy Zastosowanie: Podbrodek - submental fat,[]
l_oreal_professionnel_majirel_inoa_dia,"L'Oreal Professionnel (Majirel, INOA, Dia)",fryzjer_zabieg,substance,l_oreal,"L'Oreal Professionnel (Majirel, INOA, Dia)|l oreal professionnel|l'oreal professionnel|l'oreal professionnel (majirel, inoa, dia)",,"[Marki profesjonalne] Profesjonalna koloryzacja i pielegnacja Zastosowanie: Kolor, pielegnacja",[]
l_oreal_smartbond,L'Oreal Smartbond,fryzjer_zabieg,substance,l_oreal_professionnel,L'Oreal Smartbond|l oreal smartbond|l'oreal smartbond,,[Bond builders/ochrona] Bond strengthener Zastosowanie: Ochrona,[]
la_roche_posay_vichy_cerave,La Roche-Posay / Vichy / Cerave,peeling,substance,l_oreal_dermatological_beauty,La Roche-Posay / Vichy / Cerave|la roche posay vichy cerave|la roche-posay / vichy / cerave,,[Dermokosmetyki apteczne] Dermokosmetyki apteczne Zastosowanie: Pielegnacja medyczna,[]
lakme_teknia_k_therapy,Lakme Teknia / K.Therapy,fryzjer_zabieg,substance,lakme,Lakme Teknia / K.Therapy|lakme teknia / k.therapy|lakme teknia k therapy,,[Marki profesjonalne] Profesjonalna pielegnacja Zastosowanie: Pielegnacja,[]
laminacja_brwi,Laminacja brwi,brwi_rzesy,protocol,,laminacja brwi|brow lamination,"[""eyebrows""]","Laminacja brwi — chemiczne wyprostowanie + utrwalenie kierunku, alternatywa dla HD Brows.","[""hd_brows""]"
laminacja_rzes,Laminacja rzęs,brwi_rzesy,protocol,,laminacja rzęs|laminacja rzes|lash lamination|lash lift,"[""eyelashes""]",Laminacja/lifting rzęs — chemiczne podkręcenie własnych rzęs (3-6 tyg).,[]
lanluma,Lanluma,substancja,substance,sinclair,lanluma|lanluma s|lanluma v,"[""face"",""buttocks""]",Sinclair Lanluma — kwas polimlekowy PLLA generic-friendly do PL rynku.,"[""sculptra"",""ellanse""]"
lanluma_x_v,Lanluma X/V,substancja,substance,sinclair_pharma,Lanluma X/V|lanluma x v|lanluma x/v,,"[PLLA] PLLA do twarzy/ciala Zastosowanie: Wolumetria, posladki",[]
lasemd_ultra,LaseMD Ultra,laser_skin,device,lutronic,LaseMD Ultra|lasemd ultra,,"[Laser tulowy/Thulium] Frakcyjny laser tulowy 1927 nm + ampulki Cosmeceutical Zastosowanie: Drug delivery, melanina, fotostarzenie",[]
laser_co2,Laser CO2,laser_skin,device,,laser co2|co2 frakcyjny|co2 fraxel,"[""face"",""body""]","Laser frakcyjny CO2 10600nm — głębokie odmładzanie, blizny, rozstępy; długie gojenie.","[""tixel"",""fotona""]"
laser_erbium,Erbium,laser_skin,device,,erbium|er yag|laser erbium,"[""face""]","Laser Er:YAG 2940nm — frakcyjny resurfacing, blizny po trądziku, zmarszczki.","[""laser_co2"",""tixel""]"
lasercap_lcpro,LaserCap LCPRO,trychologia,substance,theradome_lasercap,LaserCap LCPRO|lasercap lcpro,,[Trychologia laser] Hood LLLT low level laser therapy Zastosowanie: Lysienie androgenowe,[]
lash_lift_yumi,Lash Lift (Yumi),brwi_rzesy,technique,yumi_lashes,Lash Lift (Yumi)|lash lift|lash lift (yumi),,[Rzesy - przedluzanie] Lifting wlasnych rzes z botoksem Zastosowanie: Lifting rzes,[]
lash_perfect_novalash_lashus,Lash Perfect / NovaLash / LashUS,brwi_rzesy,substance,lash_perfect_novalash,Lash Perfect / NovaLash / LashUS|lash perfect / novalash / lashus|lash perfect novalash lashus,,[Rzesy - przedluzanie marki] Profesjonalne kleje i rzesy Zastosowanie: Przedluzanie,[]
lashus_sweed,Lashus / Sweed,brwi_rzesy,substance,lashus_sweed,Lashus / Sweed|lashus / sweed|lashus sweed,,[Rzesy - lifting marki] Lifting i pielegnacja rzes Zastosowanie: Lifting,[]
layered_disconnected_shag,Layered / Disconnected / Shag,fryzjer_zabieg,technique,klasyczna,Layered / Disconnected / Shag|layered / disconnected / shag|layered disconnected shag,,"[Strzyzenie damskie] Roznorodne warstwowanie Zastosowanie: Objetosc, ruch",[]
lcn,LCN,manicure,substance,lcn_wilde_cosmetics,LCN|lcn,,[Marki zel] Zel klasyczny Zastosowanie: Stylizacja,[]
lead_fine_lift,Lead Fine Lift,inny,substance,innovachem_korea_oem,Lead Fine Lift|lead fine lift,,[Nici cog] Cog PDO threads Zastosowanie: Lifting,[]
lemon_bottle_saxenda_mounjaro_off_label,Lemon Bottle / Saxenda / Mounjaro (off-label),inny,substance,lemon_bottle_novo_nordisk_eli_lilly,Lemon Bottle / Saxenda / Mounjaro (off-label)|lemon bottle / saxenda / mounjaro|lemon bottle / saxenda / mounjaro (off-label)|lemon bottle saxenda mounjaro,,"[Niemainstreamowe biostymulatory] Off-label fat dissolving / GLP-1 (poza estetyka) Zastosowanie: Off-label lipoliza, kontrola masy",[]
letybo_botulax,Letybo / Botulax,substancja,substance,hugel,Letybo / Botulax|letybo / botulax|letybo botulax,,[Toksyna botulinowa] LetibotulinumtoxinA Zastosowanie: Zmarszczki gornej twarzy,[]
li_ft_tatt2away,Li-FT / Tatt2Away,brwi_rzesy,substance,li_pigments_rejuvatek,Li-FT / Tatt2Away|li ft tatt2away|li-ft / tatt2away,,[Usuwanie PMU] Saline / glikolowe usuwanie Zastosowanie: Korekta PMU,[]
li_pigments,Li Pigments,makijaz_permanentny,substance,li_pigments,Li Pigments|li pigments,,[PMU - pigmenty] Pigmenty PMU Zastosowanie: PMU,[]
liftera_a_v,Liftera A/V,rf_hifu,device,classys,Liftera A/V|liftera a v|liftera a/v,,"[HIFU] Linear HIFU Zastosowanie: Lifting, modelowanie konturu",[]
lightsheer_desire_quattro,LightSheer Desire/Quattro,laser_depilacja,device,lumenis,LightSheer Desire/Quattro|lightsheer desire quattro|lightsheer desire/quattro,,[Laser depilacyjny diodowy] Diodowy 805 nm z chlodzeniem szafirowym ChillTip Zastosowanie: Depilacja medyczna,[]
lightstim,LightStim,inny,device,lightstim,LightStim|lightstim,,[LED therapy] LED w gabinecie i domu Zastosowanie: Antiaging,[]
lip_eyelid_formula_exoderm,Lip & Eyelid Formula Exoderm,inny,substance,skin_tech,Lip & Eyelid Formula Exoderm|lip & eyelid formula exoderm|lip eyelid formula exoderm,,"[Peeling fenolowy] Krotki kontakt fenol Zastosowanie: Powieki, okolica ust",[]
lip_flip,Lip Flip,substancja,technique,roznorodni_iniektorzy,Lip Flip|lip flip,,[Technika podania toksyny] Toksyna w m. orbicularis oris dla 'wywiniecia' wargi Zastosowanie: Wizualne powiekszenie wargi gornej,[]
lip_lift_bullhorn,Lip Lift (Bullhorn),chirurgia,technique,roznorodni,Lip Lift (Bullhorn)|lip lift|lip lift (bullhorn),,[Konturowanie twarzy] Skrócenie odleglosci nos-warga Zastosowanie: Skrocenie filtrum,[]
lipocube_nano_micro_hd,Lipocube Nano/Micro/HD,chirurgia,device,lipocube,Lipocube Nano/Micro/HD|lipocube nano micro hd|lipocube nano/micro/hd,,"[Liposukcja chirurgiczna] System przetwarzania tluszczu Zastosowanie: Lipotransfer, SVF",[]
lipodissolve_ppc,Lipodissolve / PPC,mezoterapia,technique,roznorodni_producenci,Lipodissolve / PPC|lipodissolve / ppc|lipodissolve ppc,,[Mezoterapia lipolityczna] Fosfatydylocholina + DCA injection lipolysis Zastosowanie: Lipoliza iniekcyjna,[]
lipomatic_eufoton,Lipomatic Eufoton,chirurgia,device,euromi_eufoton,Lipomatic Eufoton|lipomatic eufoton,,[Liposukcja chirurgiczna] Nutational Infrasonic Liposculpture Zastosowanie: Lipoaspiracja,[]
liposonix,Liposonix,rf_hifu,device,solta_medical,Liposonix|liposonix,,[HIFU] HIFU do redukcji tluszczu brzucha Zastosowanie: Lipoliza nieinwazyjna,[]
liposukcja_iniekcyjna,Lipoliza iniekcyjna,mezoterapia,technique,,lipoliza|liposukcja iniekcyjna|lipodissolve,"[""body"",""face""]","Iniekcje preparatu (deoksycholan, fosfatydylocholina) rozpuszczające tkankę tłuszczową — np. bród.","[""kybella"",""aqualyx""]"
liquid_rhinoplasty,Liquid Rhinoplasty,chirurgia,technique,roznorodni_iniektorzy,Liquid Rhinoplasty|liquid rhinoplasty,,[Rynoplastyka] Korekta nosa wypelniaczami HA Zastosowanie: Korekta nosa nieinwazyjna,[]
